case;set;source;sex;age;agecat;education;profstatus;position;si1;si2;si3;si17;si13;si14;si15;si4;si25;si5;si26;si6;si27;si28;si7;si18;si20;si21;si9;si10;si11;si22;si8;si23;si19;si16;si29;si30;si12;si24;si31;si32
162;validation;student;male;56-65;old;academic;working; ;6;6;6;5;6;5;5;5;5;6;6;6;5;6;6;6;5;6;1;5;1;5;6;5;6;5;5;0;2;6;5;5
531;validation;student;male;21-25;young;collegevocational;student; ;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;4;5;3;3;3;4;3;3
523;validation;company;male;36-45;old; ;working;employee;4;4;5;4;3;5;4;4;4;4;4;4;4;3;5;3;3;4;1;4;2;4;5;4;4;4;4;2;2;5;4;4
817;validation;company;male;46-55;old; ;working;manager;4;5;5;5;4;4;4;5;4;5;4;5;4;4;5;5;4;4;2;5;1;5;5;4;5;4;4;1;1;5;5;5
1 174;validation;company;male;26-30;young; ;working;employee;5;5;5;6;6;6;6;6;5;5;5;4;5;3;6;3;5;6;1;6;0;5;6;4;5;4;3;0;0;6;5;4
1 171;validation;student;male;21-25;young;collegevocational;student; ;4;3;4;3;5;5;3;4;5;5;5;4;3;4;5;4;5;6;1;6;3;6;5;4;4;3;5;2;1;6;5;4
57;validation;company;male;26-30;young; ;working;employee;5;4;5;4;5;5;5;5;2;5;5;4;4;3;4;4;6;3;2;5;2;3;5;4;4;5;2;1;3;5;5;5
589;validation;company;male;26-30;young; ;working;employee;4;4;4;4;4;4;3;5;3;4;4;5;3;3;5;3;4;3;1;5;2;3;5;4;4;5;4;1;2;4;4;4
114;validation;student;male;21-25;young;collegevocational;student; ;3;3;3;4;3;2;2;3;3;1;3;4;2;3;3;3;3;3;2;2;4;3;4;3;4;3;4;4;1;4;3;3
588;validation;student;male;21-25;young;academic;student; ;3;4;4;4;4;4;4;4;3;4;5;5;4;4;4;4;3;4;4;5;1;5;5;4;4;3;5;2;3;4;5;4
14;validation;student;male;26-30;young;collegevocational;student; ;2;4;4;4;3;2;2;4;0;2;2;4;3;2;1;2;2;4;4;2;2;4;4;3;4;2;5;2;3;4;4;4
992;validation;student;male;21-25;young;collegevocational;student; ;4;4;5;4;5;4;4;5;3;4;3;5;2;3;4;3;5;5;3;5;2;4;4;4;4;4;3;3;3;3;4;4
83;validation;student;male;21-25;young;academic;other; ;3;4;4;5;5;5;5;2;4;4;3;6;1;3;4;1;3;4;4;4;3;3;4;3;3;3;4;2;3;3;4;4
532;validation;student;male;36-45;old;academic;working; ;4;4;5;4;4;4;3;4;3;4;3;4;3;3;4;3;5;3;3;3;1;4;4;5;5;4;4;1;3;4;4;3
730;validation;student;male;21-25;young;collegevocational;student; ;4;5;4;4;5;5;5;5;4;4;4;4;3;4;5;3;4;3;4;4;4;4;3;3;3;5;3;3;3;4;4;4
737;validation;student;male;46-55;old;collegevocational;other; ;3;4;4;4;5;4;3;4;5;5;4;3;4;3;5;3;3;3;3;4;4;4;4;4;4;4;4;1;4;3;5;3
1 013;validation;student;male;26-30;young;collegevocational;student; ;4;2;3;4;3;4;3;2;3;3;3;4;3;3;5;5;5;4;4;3;2;2;4;4;5;3;3;4;4;2;2;2
487;validation;student;male;46-55;old;academic;working; ;3;4;3;5;5;4;2;4;5;4;5;5;4;4;3;2;2;3;3;1;1;2;4;3;3;5;1;3;5;5;2;5
149;validation;company;male;36-45;old; ;working;employee;5;6;5;6;6;6;4;5;6;6;6;6;5;6;5;4;5;6;3;4;5;6;5;4;5;6;5;1;2;3;5;3
779;validation;company;male;46-55;old; ;working;manager;5;5;4;6;4;4;5;3;4;3;3;5;3;4;4;5;4;3;5;3;5;3;3;4;6;3;6;1;3;3;5;5
90;validation;daycare;male; ; ;collegevocational;working;employee;4;4;4;4;5;3;3;4;4;5;;4;3;3;4;4;5;3;2;4;3;4;4;3;4;4;3;3;2;3;3;3
1 055;validation;student;male;31-35;old;academic;working; ;4;4;4;3;4;3;4;3;3;4;4;4;2;3;4;4;3;4;4;3;5;4;4;4;4;3;2;4;4;5;3;2
1 117;validation;student;male;26-30;young;academic;student; ;5;5;5;6;6;5;6;6;5;5;4;4;4;4;6;5;5;5;1;6;1;6;5;5;6;5;4;1;1;5;4;4
240;validation;company;male;26-30;young; ;working;employee;4;4;4;3;5;4;3;4;4;4;3;2;2;3;4;2;2;6;3;4;3;4;4;4;3;5;5;2;2;3;5;4
492;validation;student;male;21-25;young;collegevocational;student; ;4;3;3;4;4;4;3;3;4;4;3;4;3;4;4;3;4;4;4;4;2;4;3;4;3;3;3;2;3;4;4;4
1 001;validation;company;male;36-45;old; ;working;manager;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;3;3;4;2;4;2;4;4;4;5;3;5;2;2;3;4;4
86;validation;student;male;26-30;young;academic;working; ;4;3;4;5;5;6;5;4;4;5;3;2;1;3;4;3;5;4;4;5;5;4;5;3;4;4;4;3;3;5;3;4
1 083;validation;student;male;31-35;old;academic;working; ;4;4;5;6;5;4;5;3;3;3;3;5;2;3;5;6;4;4;3;3;4;4;4;3;6;5;3;3;4;3;3;3
975;validation;company;male;26-30;young; ;working;employee;4;4;4;4;4;5;3;4;4;4;4;5;3;3;5;3;3;3;1;5;3;3;4;4;4;5;4;2;2;4;4;4
243;validation;company;male;36-45;old; ;working;employee;5;5;5;5;5;5;5;4;6;5;4;6;5;4;5;3;3;6;0;5;2;6;6;5;5;5;5;0;0;5;5;6
1 102;validation;company;male;31-35;old; ;working;employee;5;5;5;4;5;5;5;4;4;5;4;5;4;3;6;3;4;3;4;6;2;4;6;4;5;4;4;1;2;4;4;5
796;validation;company;male;31-35;old; ;working;employee;4;4;4;3;3;3;5;4;5;6;5;4;5;3;4;3;3;4;2;6;3;3;5;3;4;3;4;2;1;4;4;3
891;validation;company;male;31-35;old; ;working;employee;4;4;4;4;3;3;5;4;3;4;3;4;4;3;4;3;3;4;2;4;3;4;4;4;4;4;4;1;3;4;5;3
1 081;validation;student;male;21-25;young;academic;student; ;6;6;6;4;5;4;4;6;1;2;3;4;2;1;0;4;4;5;4;1;3;5;3;6;5;3;3;0;0;6;6;5
864;validation;company;male;46-55;old; ;working;manager;4;5;4;4;4;4;4;5;5;4;4;4;5;4;5;3;4;4;3;6;2;4;4;4;4;4;4;2;1;5;5;5
621;validation;student;male;26-30;young;academic;working; ;4;4;3;6;5;4;5;6;5;4;4;3;4;3;4;5;6;6;3;4;3;5;5;3;4;3;5;2;3;4;5;3
1 010;validation;student;male;66-;old;academic;other; ;5;3;5;5;6;5;5;4;4;3;3;4;5;;4;4;4;3;3;5;3;5;4;4;4;4;4;3;2;4;4;4
295;validation;student;male;21-25;young;collegevocational;student; ;4;4;4;4;4;4;4;6;3;6;5;5;4;6;4;3;6;6;3;6;3;6;5;4;5;4;4;3;1;4;4;4
792;validation;student;male;26-30;young;collegevocational;student; ;3;3;4;3;5;4;3;4;2;2;3;3;2;3;3;3;2;3;4;2;5;4;4;2;4;4;4;3;3;5;4;2
404;validation;company;male;46-55;old; ;working;employee;4;4;4;5;3;4;4;5;4;4;4;4;4;4;4;3;4;5;3;5;4;4;5;4;5;4;4;1;1;4;4;5
599;validation;company;male;36-45;old; ;working;employee;5;5;5;5;5;5;6;5;5;6;6;6;5;6;6;5;5;5;3;6;5;6;5;5;5;5;5;5;2;5;5;5
294;validation;daycare;male; ; ;collegevocational;working;manager;3;5;5;4;5;5;5;5;5;5;4;4;5;5;4;5;4;5;3;5;2;5;5;3;4;4;4;1;2;4;5;5
89;validation;company;male;46-55;old; ;working;employee;3;3;3;5;2;2;3;3;3;3;4;3;4;3;4;2;4;3;4;4;4;4;5;3;5;3;3;3;3;4;2;3
253;validation;student;male;26-30;young;academic;student; ;4;4;4;4;3;3;5;4;3;4;3;4;4;3;4;4;3;4;3;4;2;4;5;4;4;3;3;3;2;4;4;4
924;validation;company;male;46-55;old; ;working;employee;3;4;4;3;4;2;3;3;5;4;3;3;4;3;5;1;2;4;2;4;4;6;4;3;4;3;6;4;3;4;3;3
526;validation;student;male;21-25;young;academic;student; ;3;4;4;4;4;4;5;3;3;5;5;3;2;4;5;3;5;4;2;4;3;4;5;4;1;3;3;2;1;4;4;4
610;validation;student;male;21-25;young;collegevocational;student; ;3;3;4;4;2;2;3;4;2;3;4;3;1;3;3;3;3;2;4;3;2;3;2;4;3;2;4;2;2;5;3;3
413;validation;company;male;alle 20;young; ;working;employee;5;5;4;5;4;4;5;5;5;5;5;5;4;5;4;4;4;4;2;5;2;4;4;5;4;5;5;1;4;5;4;5
1 058;validation;student;male;21-25;young;academic;student; ;4;3;5;6;5;4;4;4;4;4;5;5;4;4;5;3;3;3;4;5;1;4;5;4;4;3;4;2;2;4;3;3
771;validation;company;male;21-25;young; ;working;employee;3;3;3;4;3;2;3;4;3;4;2;3;2;1;3;4;3;5;3;3;3;2;4;4;4;3;4;3;2;4;3;2
1 160;validation;company;male;36-45;old; ;working;employee;5;5;5;5;5;4;5;5;4;5;5;5;4;4;5;4;5;5;1;6;1;5;6;4;5;4;5;0;1;5;5;5
242;validation;student;male;66-;old;academic;other; ;6;5;5;5;6;5;6;6;6;6;6;6;5;5;6;6;6;5;1;6;1;6;5;5;6;6;6;1;1;5;5;5
157;validation;daycare;male; ; ;collegevocational;working;employee;5;5;5;4;5;5;5;5;5;5;3;4;4;3;5;5;6;5;3;5;1;5;3;4;5;3;5;1;3;5;5;4
214;validation;student;male;21-25;young;academic;student; ;2;4;4;3;3;3;2;3;3;3;4;3;2;3;4;2;3;4;5;4;6;3;4;3;5;3;4;5;4;3;4;3
827;validation;student;male;26-30;young;collegevocational;student; ;5;5;5;5;6;3;3;4;5;4;4;4;4;3;4;4;6;4;3;2;3;5;5;4;4;4;4;2;5;5;3;5
285;validation;student;male;21-25;young;academic;student; ;5;;5;5;5;3;5;3;5;4;4;4;3;4;4;3;4;5;1;5;3;4;4;3;5;4;4;2;3;5;4;5
1 012;validation;student;male;21-25;young;academic;student; ;4;5;4;4;5;5;5;2;4;5;5;4;3;5;5;4;4;6;2;5;3;5;6;5;4;5;4;1;1;5;3;6
387;validation;student;male;36-45;old;academic;working; ;5;5;5;5;5;4;3;4;3;3;4;3;1;2;4;2;3;3;4;2;4;4;2;3;4;5;4;2;3;3;2;5
148;validation;student;male;21-25;young;academic;student; ;5;5;5;4;5;5;6;5;5;5;5;6;6;4;4;4;6;6;3;6;3;4;5;3;5;5;6;2;1;5;3;4
309;validation;student;male;21-25;young;collegevocational;student; ;4;5;5;4;3;3;1;4;4;4;4;3;5;3;5;4;3;5;4;3;3;3;5;5;5;3;5;5;3;2;5;4
1 108;validation;student;male;21-25;young;collegevocational;student; ;4;5;4;4;2;2;3;4;1;0;1;2;1;4;2;5;5;6;1;4;4;5;2;4;6;2;2;3;2;5;2;2
580;validation;company;male;56-65;old; ;working;employee;5;5;5;4;5;5;4;5;4;5;5;5;5;4;5;3;3;5;3;4;1;5;5;4;4;5;4;1;1;5;5;4
1 061;validation;student;male;21-25;young;academic;student; ;4;0;4;4;5;4;0;4;3;2;2;5;2;3;3;3;1;4;4;1;4;4;5;5;5;4;6;4;4;5;4;2
264;validation;student;male;26-30;young;academic;working; ;4;4;4;4;5;4;4;4;4;4;4;4;4;3;4;4;3;4;3;5;2;4;4;3;4;4;4;2;3;3;4;4
967;validation;student;male;26-30;young;academic;working; ;4;4;4;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;3;5;2;3;5;4;4;5;4;3;3;5;4;3
984;validation;company;male;46-55;old; ;working;manager;3;3;4;4;5;4;3;3;5;5;5;5;4;3;5;4;4;4;3;4;3;5;5;3;4;4;5;3;2;4;4;4
1 197;validation;student;male;26-30;young;collegevocational;student; ;5;5;5;5;5;5;5;5;5;3;5;4;4;4;4;4;4;4;3;5;1;4;4;4;4;4;5;3;2;5;4;3
267;validation;student;male;26-30;young;academic;student; ;5;5;5;5;3;3;3;5;3;2;2;5;2;3;5;4;4;5;2;3;3;3;5;4;5;2;4;3;3;5;4;3
1 134;validation;student;male;21-25;young;academic;student; ;4;4;3;4;4;4;2;4;5;4;2;3;3;2;4;1;2;4;4;4;4;4;5;2;4;3;3;3;3;4;3;2
920;validation;student;male;46-55;old;collegevocational;other; ;6;5;5;6;6;6;4;5;5;6;6;6;5;6;5;;6;5;2;4;3;4;6;5;5;5;6;3;3;4;3;4
191;validation;student;male;46-55;old;academic;working; ;4;4;4;5;5;6;5;4;4;4;4;3;4;4;3;4;4;3;3;4;2;4;4;4;4;4;4;2;3;5;4;4
973;validation;student;male;16-20;young;academic;student; ;4;4;5;4;4;2;3;5;4;5;3;3;3;4;4;2;3;3;5;6;3;4;4;4;2;3;3;1;2;5;5;3
938;validation;student;male;26-30;young;academic;student; ;4;4;4;5;5;4;5;4;3;4;4;4;4;2;4;3;4;5;2;5;3;4;5;5;4;2;5;2;3;3;3;3
318;validation;student;male;21-25;young;collegevocational;student; ;5;4;5;5;3;4;4;4;4;4;3;5;4;4;5;1;2;6;3;5;2;2;5;5;5;3;3;3;4;3;5;5
537;validation;student;male;21-25;young;collegevocational;student; ;3;3;3;3;3;3;4;3;3;3;3;3;2;2;4;2;2;4;3;3;2;5;4;3;3;3;4;2;2;4;3;3
126;validation;student;male;21-25;young;academic;student; ;5;4;5;6;6;6;5;6;4;4;4;6;2;4;6;4;5;5;1;3;2;6;6;4;5;6;3;0;5;5;4;3
417;validation;student;male;16-20;young;academic;student; ;4;4;4;4;5;5;6;3;3;4;4;3;3;3;4;4;5;3;4;5;1;5;5;3;4;3;4;3;4;5;5;4
454;validation;student;male;21-25;young;academic;student; ;5;3;5;5;6;6;6;4;3;3;3;3;4;4;5;3;5;6;1;6;2;5;5;4;5;3;6;1;0;6;4;5
133;validation;student;male;21-25;young;academic;student; ;5;4;5;4;4;4;4;5;4;4;5;4;3;4;4;4;5;3;3;6;1;5;4;4;5;4;5;1;1;6;4;4
364;validation;student;male;21-25;young;collegevocational;student; ;3;5;3;4;5;4;4;3;5;6;5;5;3;3;4;4;3;4;6;3;6;5;2;3;5;3;4;2;5;3;2;3
488;validation;student;male;21-25;young;collegevocational;student; ;1;3;3;4;5;4;2;2;1;2;2;4;2;3;4;4;3;3;3;1;3;4;4;3;4;3;5;4;4;3;4;3
718;validation;student;male;21-25;young;academic;student; ;2;5;3;2;1;2;5;3;3;2;2;1;2;2;3;1;4;3;3;4;2;4;5;4;4;3;4;1;2;3;3;3
913;validation;student;male;36-45;old;academic;working; ;0;1;0;3;3;0;2;1;;2;2;2;2;1;0;1;1;1;6;1;3;1;1;2;0;2;3;4;5;0;2;2
100;validation;student;male;21-25;young;collegevocational;student; ;5;5;5;5;5;5;5;5;5;5;6;5;5;6;6;6;6;5;2;5;1;5;5;6;5;5;5;1;1;5;5;4
1 057;validation;student;male;26-30;young;noanswer;student; ;5;4;4;5;6;6;5;5;4;4;5;5;5;4;4;5;5;5;3;6;2;6;6;4;6;5;4;3;2;4;2;4
458;validation;student;male;21-25;young;academic;student; ;4;5;4;5;6;5;4;4;5;5;4;4;3;2;5;4;6;6;4;5;4;6;4;4;5;3;4;3;3;4;2;4
935;validation;student;male;21-25;young;academic;student; ;5;2;4;5;4;5;5;6;3;1;1;2;2;4;1;3;2;1;5;3;4;2;3;2;1;4;5;2;4;2;6;4
1 077;validation;student;male;21-25;young;academic;student; ;5;5;5;6;6;5;6;5;5;4;6;5;5;4;6;4;6;5;0;6;1;4;4;5;4;5;5;1;1;5;4;5
443;validation;company;male;46-55;old; ;working;employee;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;4;3;4;1;3;4;3;4;4;4;2;2;4;4;4
842;validation;student;male;21-25;young;academic;student; ;4;5;5;4;5;5;3;4;3;5;5;4;4;5;5;5;5;5;1;4;2;5;6;5;5;4;4;2;3;5;4;5
138;validation;student;male;21-25;young;academic;student; ;3;3;3;3;3;4;4;3;4;3;4;4;2;2;4;3;3;4;3;2;3;5;3;3;4;2;4;2;3;5;3;4
71;validation;student;male;31-35;old;collegevocational;student; ;3;3;4;3;3;1;3;3;1;1;0;3;1;0;4;1;1;1;2;1;3;1;6;3;4;1;4;4;4;4;4;1
824;validation;student;male;36-45;old;academic;student; ;6;6;5;6;6;6;6;4;5;6;;5;5;5;5;5;6;5;1;5;1;5;5;6;5;5;6;1;2;5;4;5
1 116;validation;company;male;46-55;old; ;working;employee;5;5;5;6;5;4;4;5;4;4;5;5;4;4;4;4;4;4;2;4;3;5;4;5;5;4;6;2;1;4;5;4
44;validation;company;male;56-65;old; ;working;manager;4;4;4;5;3;3;4;4;3;3;3;4;3;3;4;3;3;4;3;4;3;4;4;3;4;3;4;3;2;4;4;4
232;validation;company;male;31-35;old; ;working;manager;4;4;5;4;4;4;5;5;4;4;4;5;3;3;4;3;3;4;3;5;1;4;5;4;4;4;5;1;1;5;4;4
1 147;validation;student;male;16-20;young;academic;student; ;4;4;4;4;4;4;4;4;3;3;4;4;4;3;4;3;4;4;3;4;3;4;4;4;4;4;4;1;2;3;4;4
570;validation;company;male;56-65;old; ;working;employee;3;3;4;3;2;3;3;3;3;4;2;3;2;3;4;2;4;4;4;4;2;3;4;3;3;3;3;3;3;4;4;2
335;validation;company;male;46-55;old; ;working;employee;4;4;5;4;4;4;4;2;4;5;4;4;5;3;5;3;3;4;2;4;3;5;5;4;6;4;6;1;1;4;4;5
129;validation;company;male;26-30;young; ;working;employee;5;5;4;5;5;5;4;4;3;3;4;5;3;3;3;5;5;4;2;6;3;5;4;3;5;4;4;2;3;5;5;5
153;validation;student;male;36-45;old;academic;working; ;4;5;5;5;5;4;5;5;5;4;5;4;4;5;5;4;5;3;3;2;4;4;4;3;5;5;3;3;3;5;5;3
735;validation;company;male;36-45;old; ;working;employee;4;5;5;4;3;5;3;4;5;4;5;3;4;4;5;3;3;3;2;4;3;5;4;3;4;4;5;1;2;3;5;6
511;validation;student;male;21-25;young;academic;student; ;4;4;4;4;3;3;4;4;3;5;4;4;3;4;5;3;5;3;4;4;4;4;4;3;3;3;;2;3;5;4;3
715;validation;company;male;46-55;old; ;working;manager;4;5;4;5;5;5;3;4;4;3;5;3;3;3;3;3;3;4;2;3;5;5;4;2;4;5;3;1;3;2;5;5
714;validation;student;male;26-30;young;academic;working; ;5;6;4;5;5;5;4;5;5;5;5;3;4;5;6;2;1;4;4;5;1;4;5;4;3;4;4;3;2;6;4;4
277;validation;student;male;26-30;young;collegevocational;working; ;3;4;4;4;4;2;3;5;3;4;3;4;1;2;4;4;3;3;4;3;4;6;4;4;6;3;5;2;3;5;5;4
515;validation;company;male;56-65;old; ;working;employee;3;3;4;5;4;3;5;3;3;4;3;5;3;3;4;3;3;4;3;4;2;4;5;4;3;5;3;2;2;3;4;5
28;validation;student;male;21-25;young;collegevocational;other; ;4;4;4;4;6;5;4;4;4;4;4;4;4;3;5;4;4;5;2;3;3;4;5;4;5;5;4;3;3;4;3;4
517;validation;student;male;21-25;young;academic;student; ;3;3;3;3;2;1;1;3;3;4;3;6;4;4;5;4;2;4;1;1;1;3;6;4;5;2;5;4;5;3;2;3
727;validation;student;male;21-25;young;collegevocational;student; ;4;4;3;5;4;3;3;4;4;6;5;5;3;4;5;5;6;4;5;3;4;3;5;4;5;2;5;4;4;4;4;3
477;validation;company;male;26-30;young; ;working;employee;4;5;4;6;5;4;5;5;2;4;4;4;3;4;4;5;6;5;1;1;2;6;4;5;4;4;5;1;3;4;4;5
112;validation;company;male;46-55;old; ;working;manager;4;5;5;4;5;5;5;5;4;4;5;5;3;4;4;3;5;5;3;4;2;5;4;4;5;4;5;1;2;4;4;5
113;validation;student;male;31-35;old;academic;other; ;2;3;4;4;4;3;4;4;3;4;4;3;4;3;4;3;4;3;3;3;4;3;4;3;2;3;4;3;3;3;3;3
861;validation;student;male;26-30;young;academic;working; ;4;5;4;5;5;4;4;5;3;4;4;3;2;3;5;4;3;2;3;4;2;6;4;4;6;2;5;2;5;4;4;3
1 020;validation;student;male;26-30;young;academic;student; ;3;3;5;2;6;4;5;4;5;4;5;3;2;2;2;4;2;2;3;1;5;5;4;2;5;4;2;4;3;5;2;3
854;validation;student;male;16-20;young;collegevocational;student; ;3;3;3;4;3;3;3;3;3;4;4;4;2;4;4;3;3;4;3;4;3;3;4;3;3;3;4;3;3;3;4;2
1 064;validation;company;male;56-65;old; ;working;manager;4;4;5;5;4;4;4;5;3;5;3;5;4;4;5;2;4;4;2;4;3;4;4;4;4;3;6;2;2;4;5;4
986;validation;student;female;21-25;young;academic;student; ;4;3;4;6;5;4;6;4;5;5;4;6;5;5;5;4;5;4;4;6;2;3;6;4;3;5;5;3;2;5;3;5
38;validation;daycare;female; ; ;collegevocational;working;employee;5;5;4;6;4;4;4;4;5;4;3;5;3;4;5;3;4;6;3;6;1;6;5;4;4;5;5;0;0;5;5;5
365;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;5;4;4;4;4;6;6;5;5;4;5;6;3;4;5;0;5;1;4;6;4;5;4;4;1;0;4;5;5
270;validation;company;female;56-65;old; ;working;employee;4;4;4;4;4;4;4;4;3;5;5;4;4;4;5;3;4;4;3;4;2;3;5;3;4;3;4;2;3;5;5;4
51;validation;daycare;female; ; ;collegevocational;working;employee;4;4;5;4;5;5;5;5;5;6;5;4;3;5;5;5;5;5;1;5;2;5;5;4;5;5;5;3;0;5;5;5
894;validation;student;female;21-25;young;academic;student; ;4;5;5;4;4;4;3;4;4;4;4;5;2;3;5;4;5;4;2;4;3;5;5;4;6;3;5;2;3;4;4;4
276;validation;student;female;16-20;young;collegevocational;student; ;3;3;4;5;2;2;2;4;4;3;4;5;3;3;4;4;3;4;2;6;3;4;5;4;4;3;3;2;2;4;5;2
781;validation;daycare;female; ; ;collegevocational;working;employee;4;4;5;5;5;5;5;5;6;6;;5;5;5;6;5;6;5;2;6;3;5;6;2;5;5;6;2;3;4;4;5
926;validation;daycare;female; ; ;collegevocational;working;manager;4;5;4;5;4;5;4;4;6;5;5;5;5;4;5;4;3;4;2;3;3;4;5;4;5;5;5;1;1;4;4;5
890;validation;daycare;female; ; ;collegevocational;working;employee;5;5;4;5;4;4;5;4;4;5;5;5;4;4;4;3;4;4;3;5;2;4;5;4;5;4;4;2;1;5;5;4
558;validation;daycare;female; ; ;collegevocational;working;employee;4;5;4;4;5;5;5;5;6;4;6;5;4;5;4;5;5;6;1;5;2;4;5;4;4;5;4;1;;4;4;5
740;validation;daycare;female; ; ;collegevocational;working;manager;4;4;4;5;5;4;4;5;4;6;4;5;3;4;6;4;6;3;2;6;2;5;4;4;6;4;4;2;2;6;4;4
1 031;validation;daycare;female; ; ;collegevocational;working;manager;3;4;4;4;4;4;4;4;5;5;5;5;4;3;4;3;5;3;1;5;2;5;5;4;4;5;4;1;0;5;4;5
249;validation;daycare;female; ; ; ;working;employee;5;5;4;5;4;4;4;5;5;5;3;4;3;4;4;4;5;3;3;5;2;5;5;5;5;4;4;1;2;5;5;4
1 024;validation;daycare;female; ; ;collegevocational;working;manager;4;4;4;4;6;5;6;3;4;5;5;5;5;5;5;4;5;5;3;6;1;4;5;4;5;5;5;3;0;5;4;5
143;validation;student;female;21-25;young;academic;student; ;3;4;3;4;5;4;4;4;3;4;2;4;2;3;5;4;5;4;4;4;4;3;3;3;5;4;3;2;4;2;3;3
786;validation;student;female;36-45;old;academic;working; ;4;4;4;5;4;3;4;4;3;3;5;4;3;3;3;4;4;4;2;3;3;3;4;5;4;4;5;3;4;3;4;4
184;validation;daycare;female; ; ;collegevocational;working;employee;4;6;5;5;5;4;5;4;4;5;5;4;3;4;5;3;4;4;3;4;3;4;4;3;4;3;5;1;1;4;4;4
425;validation;daycare;female; ; ;collegevocational;working;employee;4;3;4;4;4;4;4;3;5;4;4;4;2;4;4;4;4;4;1;4;1;4;4;3;4;4;4;1;0;4;5;4
385;validation;company;female;46-55;old; ;working;employee;4;4;3;;2;2;;4;5;4;4;3;3;4;3;3;4;5;3;3;3;5;4;3;5;2;5;3;2;3;4;3
1 149;validation;company;female;56-65;old; ;working;employee;4;4;4;4;5;5;6;5;4;5;5;5;4;5;5;1;6;5;1;6;1;5;5;5;3;4;5;4;1;5;5;4
401;validation;student;female;31-35;old;academic;student; ;3;4;4;2;6;3;5;4;5;4;5;4;3;4;5;3;4;2;3;5;3;4;4;3;3;3;3;3;3;4;3;4
510;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;5;5;5;4;5;6;5;6;5;5;5;6;3;4;4;1;5;2;5;5;3;4;4;4;2;1;5;5;5
840;validation;daycare;female; ; ; ;working;employee;5;;5;4;4;4;5;4;5;;6;5;4;5;4;4;5;5;3;5;3;4;5;4;5;4;4;1;1;4;5;4
1;validation;company;female;36-45;old; ;working;manager;5;5;5;4;4;4;5;5;6;4;5;4;4;4;4;3;4;3;3;6;3;6;4;4;5;3;4;1;1;5;4;5
32;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;2;4;4;4;4;6;4;4;2;2;5;2;4;4;3;4;2;4;5;3;4;5;4;2;2;5;4;3
564;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;5;5;5;6;6;6;4;6;5;5;6;5;6;6;1;6;1;5;5;5;5;5;5;0;3;5;5;5
88;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;3;3;4;4;3;4;3;3;3;3;4;4;4;3;2;4;3;4;4;4;5;4;4;2;3;5;5;4
601;validation;company;female;21-25;young; ;working;employee;4;4;4;5;5;4;5;4;6;6;5;6;4;4;5;4;5;4;3;5;3;5;4;4;5;3;5;2;2;5;4;4
880;validation;company;female;31-35;old; ;working;employee;5;4;4;5;4;4;5;4;5;4;4;5;4;4;4;4;5;5;5;5;2;4;4;3;4;3;4;2;2;5;4;3
1 048;validation;daycare;female; ; ; ;working;employee;5;4;4;5;4;4;5;4;3;4;3;4;3;3;4;3;4;4;2;4;3;4;4;3;4;4;4;1;2;4;4;4
455;validation;student;female;21-25;young;academic;student; ;4;5;5;5;5;5;3;4;4;5;4;3;4;3;3;3;6;6;3;6;4;3;3;4;3;5;5;0;1;3;5;5
419;validation;company;female;21-25;young; ;working;employee;4;5;4;6;5;4;5;3;3;3;2;4;2;3;4;3;4;3;4;3;2;5;4;3;4;3;5;3;3;3;3;4
677;validation;daycare;female; ; ;academic;working;manager;5;5;5;6;5;5;4;5;6;5;5;6;6;5;6;5;4;5;0;6;0;6;6;5;6;4;6;1;0;6;5;6
34;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;4;4;4;4;4;5;5;5;5;5;4;5;4;5;6;3;5;3;6;4;3;5;3;5;2;2;4;4;4
463;validation;student;female;21-25;young;collegevocational;student; ;4;3;3;4;4;3;2;3;3;4;3;5;2;3;5;4;6;4;4;4;4;4;5;4;5;3;5;3;5;4;4;3
1 184;validation;daycare;female; ; ;academic;working;employee;4;5;5;5;6;6;6;5;5;6;6;6;4;5;5;4;5;5;3;6;3;5;5;4;5;4;6;1;1;5;5;5
393;validation;student;female;56-65;old;academic;working; ;4;4;4;5;6;4;6;4;6;4;5;3;5;;5;4;3;4;2;6;1;4;4;4;4;5;6;2;1;5;4;5
1 217;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;4;4;4;4;5;4;4;4;4;4;4;2;4;5;2;4;3;4;3;3;4;5;5;1;2;3;4;5
662;validation;daycare;female; ; ;collegevocational;working;employee;5;4;5;5;5;6;6;5;4;5;4;5;4;5;5;3;5;4;3;6;3;4;4;5;5;5;5;0;2;5;4;5
475;validation;student;female;21-25;young;academic;student; ;4;5;5;5;5;5;5;4;6;5;5;5;4;5;5;5;5;4;3;1;4;4;5;3;6;3;4;1;3;4;4;5
