case;set;source;sex;age;agecat;education;profstatus;position;si1;si2;si3;si17;si13;si14;si15;si4;si25;si5;si26;si6;si27;si28;si7;si18;si20;si21;si9;si10;si11;si22;si8;si23;si19;si16;si29;si30;si12;si24;si31;si32
323;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;6;3;6;5;6;5;4;5;5;2;4;3;5;4;3;6;2;5;4;4;5;6;4;1;0;4;4;3
1 129;validation;student;female;46-55;old;academic;other; ;5;4;5;5;4;5;4;4;4;4;3;4;3;3;4;3;5;5;1;5;4;5;5;5;5;4;5;1;2;4;4;5
98;validation;student;female;21-25;young;academic;student; ;4;5;5;4;5;3;6;5;4;3;4;4;4;5;4;4;6;4;2;6;2;5;4;4;4;3;4;1;1;5;4;5
917;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;3;4;3;3;4;4;4;4;3;3;3;4;3;5;4;3;4;3;4;4;3;4;4;4;3;3;4;4;3
221;validation;daycare;female; ; ;academic;working;employee;4;5;5;4;4;5;5;5;5;5;5;5;5;6;6;4;5;5;1;5;0;5;5;4;6;5;6;1;0;5;5;5
286;validation;daycare;female; ; ;academic;working;employee;5;5;5;5;5;4;4;5;5;4;3;4;4;4;5;4;6;5;3;5;3;5;4;5;6;5;5;1;3;4;4;4
29;validation;daycare;female; ; ; ;working;employee;4;5;4;4;4;4;5;4;6;5;4;5;4;4;4;4;4;5;2;4;3;4;5;3;4;4;5;2;2;4;5;4
1 187;validation;daycare;female; ; ;collegevocational;working;employee;4;;4;;4;4;;4;4;6;6;5;5;6;4;4;5;6;3;4;1;5;6;4;4;4;5;3;3;4;4;4
1 038;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;5;4;5;6;4;4;4;4;4;5;4;6;4;3;6;2;5;4;5;5;5;6;1;1;5;5;6
132;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;4;5;4;4;5;4;5;4;3;4;4;4;6;5;3;6;5;5;4;4;5;4;4;3;4;5;4;3
831;validation;student;female;21-25;young;academic;student; ;5;5;5;6;4;3;2;4;3;3;4;5;3;4;5;5;4;3;3;3;5;3;4;4;6;3;4;2;4;4;4;3
562;validation;daycare;female; ; ;collegevocational;working;employee;3;5;5;4;3;4;4;4;5;5;5;5;4;4;4;4;6;4;3;5;3;4;5;4;4;4;5;1;3;4;5;4
215;validation;student;female;26-30;young;academic;student; ;5;4;5;6;6;5;5;5;4;6;6;6;4;5;5;5;6;6;1;3;1;5;6;4;6;6;5;2;3;4;4;4
201;validation;daycare;female; ; ;collegevocational;working;manager;5;5;5;6;5;5;5;4;5;5;5;5;5;4;4;5;5;5;3;5;1;4;5;5;5;4;5;1;1;5;4;5
180;validation;student;female;21-25;young;collegevocational;student; ;2;2;3;5;6;3;5;3;3;4;3;4;2;2;4;5;3;1;5;3;4;3;5;3;4;3;5;4;5;3;3;3
631;validation;daycare;female; ; ;collegevocational;working;employee;4;4;5;5;4;4;5;5;5;5;5;5;4;4;5;5;4;5;1;5;3;4;5;4;5;4;4;2;3;5;5;4
421;validation;company;female;21-25;young; ;working;employee;4;4;5;4;5;4;4;4;4;3;4;;3;3;4;4;3;2;3;4;4;4;4;4;3;4;5;3;3;4;4;4
1 052;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;3;3;3;3;4;4;3;3;3;3;4;3;4;3;3;4;2;4;4;3;4;3;4;2;2;4;4;3
1 198;validation;daycare;female; ; ;collegevocational;working;employee;3;4;3;4;4;4;4;3;4;5;5;4;3;4;5;3;4;4;3;6;2;3;4;3;4;4;3;3;3;3;3;4
260;validation;daycare;female; ; ;collegevocational;working;employee;5;5;;6;5;5;6;5;6;6;5;5;5;3;6;5;6;6;0;6;1;5;5;5;6;6;6;6;0;5;6;5
261;validation;daycare;female; ; ;collegevocational;working;employee;4;5;4;4;3;3;5;4;5;4;3;4;4;3;3;3;3;5;3;5;5;4;4;4;4;5;4;2;3;4;4;4
108;validation;daycare;female; ; ;collegevocational;working;employee;4;5;4;5;5;4;5;5;4;4;3;3;3;3;4;3;5;6;2;4;3;4;4;4;4;6;4;4;3;5;4;5
915;validation;company;female;66-;old; ;working;employee;4;5;4;5;6;4;4;5;5;5;4;5;6;4;5;4;5;5;2;5;1;3;5;3;4;4;6;1;0;5;4;5
1 009;validation;student;female;36-45;old;academic;working; ;5;5;4;5;5;3;4;5;2;4;4;3;1;3;5;3;4;5;2;5;3;5;5;3;3;4;3;3;3;3;3;3
900;validation;daycare;female; ; ;collegevocational;working;employee;4;5;4;4;5;4;5;5;5;4;4;4;5;4;4;4;4;;1;5;2;4;4;4;4;4;5;0;1;4;5;5
925;validation;student;female;21-25;young;academic;student; ;3;4;3;4;4;3;4;3;3;5;4;4;4;4;5;4;4;4;3;4;3;3;4;4;4;3;3;;3;4;3;3
680;validation;daycare;female; ; ;collegevocational;working;manager;4;5;4;5;5;4;5;3;5;5;5;5;5;4;5;4;5;4;3;5;3;4;3;3;5;3;5;1;2;5;4;4
1 092;validation;daycare;female; ; ;collegevocational;working;manager;4;4;4;4;4;4;4;4;6;4;4;5;5;4;4;4;5;5;2;5;2;5;5;4;5;3;4;2;2;5;4;4
355;validation;student; ;21-25;young;academic;other; ;5;5;4;5;4;6;5;4;5;3;5;6;3;4;4;3;6;6;1;6;2;6;6;3;5;4;4;2;3;4;3;4
868;validation;company; ; ; ; ;working; ;5;5;4;4;6;5;6;5;3;5;5;4;3;4;5;0;3;5;1;5;2;5;5;3;4;5;4;2;0;4;4;5
1 110;validation;student; ; ; ; ; ; ;3;4;3;2;3;5;4;2;6;6;6;3;4;6;5;4;4;5;3;4;3;5;4;3;3;4;3;3;2;4;3;3
990;validation;student; ;46-55;old;academic;other; ;5;5;5;4;6;5;5;5;5;6;4;4;5;5;5;4;4;2;2;5;1;5;5;4;5;5;5;1;1;5;5;5
302;validation;student; ;26-30;young;academic;student; ;4;3;3;5;4;3;4;3;4;4;5;4;3;3;4;3;5;5;3;1;4;5;3;3;5;2;4;4;4;3;3;4
308;validation;student; ;26-30;young;academic;student; ;3;4;4;3;4;4;5;4;3;4;3;3;5;3;3;3;3;4;3;5;3;5;4;3;4;3;5;3;1;3;4;4
37;validation;company; ; ; ; ;working; ;4;4;5;5;4;4;5;4;6;5;6;5;4;4;5;2;5;6;3;5;2;6;4;5;3;5;4;4;0;6;4;5
474;validation;company; ; ; ; ;working; ;4;4;5;4;4;4;4;3;3;4;4;3;3;3;4;2;2;4;1;3;2;5;6;4;5;4;4;2;1;5;5;4
1 029;validation;company; ;56-65;old; ;working;employee;3;3;4;4;4;4;4;3;4;4;4;3;3;4;4;3;4;4;2;4;2;4;4;3;4;3;4;2;2;5;4;4
256;validation;company; ;36-45;old; ;working;employee;6;5;6;5;5;5;4;5;4;5;4;6;4;3;6;3;4;4;2;4;3;6;5;5;6;4;6;1;1;5;5;5
388;validation;company; ;56-65;old; ;working;employee;4;5;5;4;3;4;3;5;4;4;4;4;4;4;4;3;4;4;3;4;1;4;5;4;4;4;5;2;3;4;4;5
209;validation;student; ;21-25;young;collegevocational;student; ;3;4;4;4;3;3;4;4;3;4;3;4;2;3;3;4;4;3;3;4;3;3;4;3;4;3;4;3;2;3;4;3
637;validation;company; ; ; ; ;working; ;4;4;4;4;4;5;5;4;4;4;5;5;3;5;4;3;6;6;2;5;1;4;5;4;5;4;5;3;1;4;5;4
1 035;validation;student; ; ; ; ; ; ;2;3;3;4;5;3;4;3;3;4;4;4;2;3;4;4;3;2;3;3;5;3;4;4;3;4;3;3;4;2;3;4
194;validation;student;noanswer;26-30;young;academic;student; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;6;0;6;6;6;6;6;6;0;0;6;6;6
52;validation;student;noanswer; ; ;noanswer; ; ;4;5;5;4;4;4;5;5;5;5;5;5;4;5;5;4;5;6;3;5;3;5;4;4;6;5;6;1;1;4;5;5
753;validation;company;noanswer; ; ; ;working;employee;5;4;5;4;3;4;4;3;3;4;4;4;3;5;4;3;5;6;0;3;4;3;5;4;5;5;5;2;2;5;4;5
660;validation;student;noanswer;26-30;young;noanswer;working; ;6;6;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;6;6;0;0;6;0;6;0
166;validation;company;noanswer;46-55;old; ;working;employee;4;4;4;5;3;4;4;4;4;5;5;4;3;4;5;1;4;5;1;4;2;4;4;4;5;4;4;1;2;4;4;4
904;validation;student;noanswer;46-55;old;academic;working; ;6;5;6;6;6;6;6;6;6;5;6;6;6;6;3;6;6;3;1;6;3;6;6;5;6;6;6;3;1;6;3;2
1 014;validation;student;noanswer;21-25;young;collegevocational;other; ;3;4;4;3;2;3;4;4;3;5;1;4;3;1;6;4;3;4;1;5;3;5;5;3;3;3;5;2;3;5;4;2
210;validation;student;noanswer;36-45;old;academic; ; ;5;5;5;4;5;4;5;4;6;5;5;5;5;4;5;4;5;5;1;5;1;3;5;4;5;4;5;2;2;3;4;5
1 088;validation;student;noanswer;26-30;young;noanswer;student; ;4;5;5;5;3;2;3;4;3;3;4;3;3;3;4;3;3;2;3;3;4;5;4;3;3;4;4;1;3;3;4;2
633;learning;student;male;21-25;young;academic;student; ;5;4;6;5;6;6;5;3;6;6;5;6;4;6;6;3;6;6;3;6;4;6;6;4;4;4;5;3;4;6;4;3
970;learning;company;male;56-65;old; ;working;employee;4;5;4;4;4;4;4;5;4;3;3;3;3;3;4;3;4;5;1;4;3;4;5;4;3;4;5;0;2;3;5;5
360;learning;student;male;21-25;young;collegevocational;student; ;5;4;5;5;5;5;4;4;5;5;4;4;3;5;5;5;4;4;4;5;2;4;5;4;5;5;4;2;3;5;2;4
699;learning;student;male;26-30;young;collegevocational;student; ;4;5;5;6;3;4;6;3;5;4;5;3;4;4;3;3;4;2;3;5;3;4;4;3;3;3;3;4;1;3;4;4
524;learning;student;male;21-25;young;academic;student; ;4;2;1;3;5;3;3;3;3;3;5;4;3;3;5;3;;2;3;5;1;4;5;3;2;4;3;3;5;3;2;2
1 036;learning;student;male;36-45;old;academic;working; ;5;5;5;5;3;5;5;4;5;5;5;5;4;4;5;1;3;3;0;6;1;4;5;4;4;4;3;1;0;4;4;5
435;learning;student;male;16-20;young;academic;student; ;3;3;3;5;4;3;3;3;3;4;5;4;3;3;4;4;5;5;2;6;3;5;5;4;5;3;3;2;2;4;4;5
123;learning;student;male;26-30;young;academic;working; ;3;4;3;3;2;3;4;3;3;3;2;3;2;2;4;1;2;4;3;4;2;4;4;3;3;1;3;2;3;4;3;3
273;learning;student;male;46-55;old;academic;working; ;4;4;4;5;4;4;4;5;3;4;3;4;3;3;4;2;5;4;3;5;2;4;4;3;4;4;4;3;3;4;4;4
745;learning;company;male;46-55;old; ;working;employee;5;5;4;4;5;4;6;3;4;4;4;4;3;4;3;2;3;5;0;6;1;4;5;4;4;4;5;0;2;5;5;5
768;learning;company;male;31-35;old; ;working;employee;4;4;4;4;3;4;4;4;4;4;4;3;4;3;4;2;3;5;3;5;3;4;4;3;4;4;5;1;3;4;4;5
533;learning;student;male;26-30;young;academic;working; ;4;5;4;5;6;4;3;4;3;5;4;5;5;4;5;4;5;5;2;5;2;5;5;3;5;3;5;1;3;4;5;3
879;learning;student;male;26-30;young;academic;student; ;4;6;4;5;6;6;6;5;4;4;1;3;4;2;5;3;6;6;2;6;2;6;4;6;6;4;5;1;1;4;5;4
1 025;learning;student;male;26-30;young;academic;student; ;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;3;3;3;2;4;3;3;3;4;3;3;2;3;3;3
600;learning;student;male;46-55;old;academic;working; ;5;5;5;6;5;5;5;5;4;3;3;3;5;5;3;1;2;3;2;5;1;4;3;4;4;5;4;1;2;4;4;5
381;learning;student;male;21-25;young;collegevocational;student; ;4;5;4;4;6;4;3;4;1;2;4;4;2;2;4;4;4;4;4;5;3;5;4;3;5;3;4;1;3;5;4;5
402;learning;student;male;21-25;young;collegevocational;student; ;5;5;5;6;4;5;6;5;6;5;6;5;5;5;5;5;4;5;4;5;3;4;6;4;5;4;3;3;3;5;4;4
804;learning;company;male;31-35;old; ;working;manager;4;5;5;5;4;5;4;5;4;4;5;5;3;4;4;5;5;5;3;4;3;5;5;4;5;3;5;1;4;5;4;6
1 123;learning;student;male;21-25;young;academic;student; ;4;4;5;3;5;5;5;5;1;5;1;2;1;3;5;5;6;4;2;4;5;5;6;5;5;5;2;3;5;5;4;3
765;learning;company;male;alle 20;young; ;working;employee;4;4;4;3;4;4;5;4;4;4;4;3;4;3;4;4;4;4;3;4;1;4;4;4;3;4;4;1;2;4;4;4
369;learning;student;male;16-20;young;collegevocational;student; ;3;4;4;4;5;5;6;3;5;6;3;3;4;2;6;5;5;5;4;5;3;3;4;3;4;3;4;1;4;5;4;3
154;learning;company;male;36-45;old; ;working;manager;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;4;6;6;0;6;3;6;6;5;6;5;5;1;0;5;5;6
342;learning;company;male;36-45;old; ;working;employee;4;4;4;4;4;3;3;4;3;4;3;4;3;3;4;2;3;4;3;4;3;4;4;4;4;4;4;2;3;3;4;4
217;learning;student;male;46-55;old;academic;other; ;3;3;2;4;4;5;3;3;3;3;3;3;5;3;3;2;3;3;4;3;4;5;3;3;4;5;3;3;3;3;3;3
211;learning;student;male;21-25;young;academic;student; ;4;5;5;3;3;3;4;4;4;3;5;3;3;3;5;1;3;4;2;4;3;3;6;3;3;3;5;1;2;3;6;5
283;learning;company;male;26-30;young; ;working;employee;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;2;3;4;3;4;2;4;5;3;4;3;4;1;2;5;4;3
1 216;learning;student;male;21-25;young;academic;student; ;4;4;4;5;4;4;5;5;5;5;4;4;5;4;5;5;6;5;2;5;1;5;5;4;5;4;4;1;1;5;4;4
1 078;learning;company;male;46-55;old; ;working;employee;4;5;4;4;3;3;4;4;4;4;4;4;3;3;4;3;4;4;2;4;2;4;4;4;5;3;5;2;2;4;5;5
206;learning;company;male;56-65;old; ;working;employee;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;3;4;3;4;4;3;4;3;4;2;3;4;4;4
540;learning;student;male;21-25;young;academic;working; ;6;6;6;4;6;6;6;6;5;4;3;4;5;3;4;4;5;2;2;5;2;5;3;4;4;5;5;0;1;6;5;6
110;learning;company;male;36-45;old; ;working;manager;5;5;4;4;6;5;5;4;5;4;3;4;4;4;4;5;6;6;2;5;1;4;5;5;5;4;5;2;2;4;5;4
1 085;learning;company;male;46-55;old; ;working;manager;4;4;4;4;4;5;5;4;4;4;4;4;3;3;4;3;5;4;3;4;2;4;4;3;4;4;4;2;2;4;4;5
333;learning;student;male;26-30;young;academic;student; ;4;5;4;4;2;4;5;3;2;4;3;4;5;2;5;0;2;4;4;4;3;3;4;4;3;4;4;2;4;4;4;4
170;learning;company;male;56-65;old; ;working;employee;3;4;4;4;4;5;4;3;4;3;3;4;3;4;3;4;3;4;3;5;2;4;4;4;4;3;5;3;3;3;3;3
61;learning;student;male;26-30;young;academic;working; ;4;3;4;3;6;5;4;4;3;3;3;3;3;3;4;3;5;6;3;4;4;5;3;4;4;4;4;1;3;4;4;3
1 062;learning;company;male;26-30;young; ;working;employee;4;3;4;4;3;3;3;4;2;3;4;4;3;2;4;4;6;4;4;5;1;2;4;3;5;3;3;2;1;4;4;3
456;learning;company;male;31-35;old; ;working;employee;3;4;4;4;3;3;2;3;2;4;4;4;3;3;4;3;3;4;3;5;3;3;4;3;4;3;5;2;2;4;4;3
1 127;learning;student;male;21-25;young;collegevocational;student; ;4;4;4;4;3;4;4;5;4;4;4;3;2;4;5;4;4;4;2;6;1;4;5;4;4;4;3;1;3;4;3;4
288;learning;student;male;26-30;young;academic;working; ;4;5;4;4;5;4;3;3;4;5;4;4;4;4;4;5;6;2;3;2;4;5;4;3;5;3;4;3;4;5;4;4
378;learning;student;male;21-25;young;academic;student; ;5;4;5;4;6;5;6;5;5;4;5;5;4;4;5;4;4;6;2;5;1;5;5;4;5;5;4;2;2;4;4;5
348;learning;company;male;36-45;old; ;working;manager;4;5;4;4;5;4;4;4;4;5;4;4;5;4;5;2;3;4;1;5;2;4;6;3;5;4;4;0;0;4;5;4
21;learning;company;male;46-55;old; ;working;employee;4;5;4;6;4;4;4;;3;5;5;5;4;4;5;4;5;5;2;3;5;4;5;4;5;4;4;3;2;5;3;4
759;learning;company;male;56-65;old; ;working;manager;5;5;5;5;5;4;6;5;6;5;6;5;5;5;6;2;5;3;2;4;2;5;5;4;5;4;5;0;0;5;4;5
957;learning;student;male;21-25;young;academic;student; ;4;5;4;4;5;4;4;4;4;3;5;4;3;3;3;4;5;5;1;3;1;2;3;4;5;4;3;3;3;4;4;5
622;learning;student;male;56-65;old;academic;other; ;5;4;4;6;4;6;5;6;4;4;4;4;4;4;4;4;6;4;2;5;2;5;4;3;5;4;4;1;3;4;3;6
530;learning;company;male;36-45;old; ;working;employee;4;4;4;5;3;4;4;3;4;3;4;4;3;3;3;4;4;3;2;4;3;4;4;3;4;3;4;2;2;3;4;3
665;learning;student;male;21-25;young;academic;student; ;3;4;4;5;3;3;4;3;3;3;3;5;3;4;3;5;3;4;3;3;4;2;4;3;3;3;3;1;1;2;4;3
442;learning;student;male;31-35;old;academic;working; ;4;4;4;4;3;4;2;4;3;4;3;3;2;3;5;2;3;4;2;4;3;4;5;4;4;2;5;3;2;4;4;3
377;learning;company;male;36-45;old; ;working;employee;4;3;3;4;5;3;4;4;4;3;4;4;4;3;4;3;3;4;2;5;3;4;4;3;4;3;3;2;0;3;4;3
1 144;learning;student;male;21-25;young;collegevocational;student; ;4;4;3;2;2;2;3;4;3;2;5;4;3;3;4;2;4;5;3;6;3;5;3;5;4;1;4;2;2;2;4;4
971;learning;student;male;21-25;young;collegevocational;student; ;4;3;4;4;5;3;3;4;4;4;5;4;2;4;5;5;5;3;3;5;4;4;3;4;5;3;4;2;3;5;3;4
1 166;learning;company;male;31-35;old; ;working;employee;3;2;4;2;3;4;4;4;3;4;4;3;2;3;5;2;5;6;3;5;4;4;4;2;4;3;5;2;2;5;3;4
371;learning;daycare;male; ; ;collegevocational;working;employee;4;5;5;5;5;5;5;5;4;6;4;6;5;5;6;4;5;4;3;4;2;4;6;5;5;5;5;2;2;6;4;4
844;learning;student;male;21-25;young;academic;student; ;4;5;5;4;6;4;6;2;3;4;3;5;2;5;4;4;4;6;2;6;4;5;5;3;6;3;6;1;3;6;5;4
883;learning;student;male;21-25;young;collegevocational;student; ;4;3;4;5;4;3;2;4;4;2;2;5;2;3;4;4;5;4;3;3;3;5;4;3;4;3;3;3;4;4;4;2
244;learning;student;male;21-25;young;academic;student; ;4;4;4;4;3;4;4;4;4;3;2;4;2;2;5;6;5;5;4;4;4;4;4;5;6;3;4;3;4;6;2;4
1 053;learning;daycare;male; ; ;collegevocational;working;manager;5;5;5;5;5;5;;5;3;5;4;4;5;4;5;5;5;5;1;6;1;5;4;4;5;5;5;1;1;5;5;5
963;learning;company;male;21-25;young; ;working;employee;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;4;3;3;4;3;4;3;3;3;3;3;2;3;2;2;3;3
1 193;learning;student;male;21-25;young;academic;student; ;4;4;4;4;5;3;5;4;3;3;4;4;3;3;5;2;3;4;2;4;2;4;4;3;3;4;4;2;2;5;4;3
979;learning;company;male;46-55;old; ;working;employee;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;4;5;5;1;4;3;5;5;5;5;5;5;1;0;5;4;5
185;learning;student;male;56-65;old;academic;working; ;5;5;5;5;5;5;4;5;5;4;4;5;5;4;4;4;5;5;3;4;2;4;4;3;5;5;3;1;1;4;4;3
1 049;learning;company;male;46-55;old; ;working;employee;5;5;4;5;5;5;5;4;4;5;4;4;5;4;5;5;4;4;1;5;1;5;4;5;5;4;5;0;1;5;5;5
593;learning;company;male;46-55;old; ;working;employee;5;5;5;6;5;5;6;6;5;5;5;5;5;5;5;5;6;4;1;5;1;5;5;4;5;6;6;0;0;6;5;6
969;learning;student;male;16-20;young;academic;student; ;5;5;4;4;5;5;5;5;5;5;4;4;3;4;6;4;5;4;2;4;2;4;5;5;6;4;6;1;3;4;5;5
921;learning;student;male;21-25;young;academic;student; ;3;4;4;3;4;2;5;4;3;4;4;5;4;5;4;3;2;4;4;2;4;4;4;2;4;3;4;4;3;5;3;2
1 204;learning;student;male;21-25;young;academic;student; ;4;5;4;4;4;3;5;4;5;5;3;4;2;3;4;4;2;5;3;3;3;5;3;3;4;4;2;3;2;4;4;4
449;learning;student;male;36-45;old;collegevocational;working; ;4;5;5;6;5;5;4;5;5;4;4;5;3;4;5;4;5;5;0;3;4;5;4;4;6;4;6;1;3;5;4;4
239;learning;student;male;21-25;young;academic;student; ;4;4;5;5;5;5;6;5;4;4;5;5;3;5;5;2;3;4;4;5;3;4;4;4;5;4;5;3;3;5;4;4
1 194;learning;company;male;36-45;old; ;working;employee;3;4;3;2;3;3;3;4;3;5;5;4;5;4;5;4;6;6;5;6;3;5;4;3;3;5;4;3;5;3;4;5
1 018;learning;company;male;31-35;old; ;working;employee;4;4;4;5;5;4;5;4;4;5;5;4;5;4;4;3;3;5;3;5;1;4;5;4;4;5;4;1;1;5;4;5
544;learning;student;male;26-30;young;academic;working; ;3;4;3;6;3;4;4;4;4;4;2;3;2;3;5;3;5;5;1;4;2;5;5;4;4;3;3;2;2;5;4;5
68;learning;student;male;26-30;young;academic;student; ;4;4;4;5;3;4;4;4;4;4;4;4;;4;5;3;4;4;2;4;2;4;4;4;4;3;4;2;3;4;4;4
1 175;learning;student;male;21-25;young;collegevocational;student; ;3;5;5;4;3;;3;3;4;4;6;5;4;1;6;2;2;4;3;6;2;3;5;3;4;3;3;1;1;2;4;4
1 152;learning;student;male;21-25;young;academic;student; ;5;3;3;6;5;4;5;3;3;4;2;5;3;2;4;4;3;2;4;3;3;4;5;4;4;2;3;1;4;4;4;3
808;learning;student;male;56-65;old;academic;other; ;4;4;5;6;4;4;4;4;5;5;5;5;3;4;6;4;5;6;1;6;2;6;5;3;6;4;4;1;3;4;4;4
274;learning;student;male;21-25;young;collegevocational;student; ;3;4;3;3;4;;5;3;4;3;4;4;4;3;4;3;4;5;3;5;1;4;4;3;4;4;4;2;3;4;4;4
494;learning;company;male;36-45;old; ;working;employee;5;5;5;5;6;5;5;5;5;5;5;6;5;4;4;5;5;4;1;5;2;5;4;5;6;5;4;1;1;5;4;5
1 176;learning;student;male;46-55;old;collegevocational;working; ;4;5;5;4;5;4;5;4;4;2;3;4;4;3;4;3;3;3;1;5;3;5;5;4;4;4;4;1;1;3;5;5
1 071;learning;company;male;46-55;old; ;working;employee;5;5;5;5;5;4;3;5;4;3;4;4;3;3;4;4;3;3;3;3;3;4;3;4;4;4;5;3;4;4;4;4
616;learning;student;male;56-65;old;academic;working; ;3;4;3;3;4;3;4;3;4;3;4;3;3;3;3;3;3;4;3;4;2;3;4;3;4;3;3;2;2;4;3;4
352;learning;student;male;21-25;young;collegevocational;student; ;4;3;3;3;3;3;2;4;4;4;4;2;3;3;4;4;5;2;1;3;3;5;4;5;5;2;4;2;3;3;4;3
923;learning;company;male;46-55;old; ;working;employee;5;5;5;4;4;4;4;5;3;6;5;4;3;5;5;2;6;5;2;6;3;3;5;4;5;5;4;1;1;6;6;5
700;learning;student;male;21-25;young;collegevocational;student; ;4;5;5;5;6;4;4;5;3;4;4;6;3;2;5;5;4;5;1;3;3;5;4;5;4;5;4;4;1;5;2;3
722;learning;student;male;21-25;young;academic;student; ;4;5;5;5;3;5;3;4;3;5;5;4;2;3;5;3;5;5;3;5;2;4;4;5;4;3;5;1;2;4;4;5
702;learning;student;male;21-25;young;collegevocational;student; ;5;6;5;4;5;5;6;6;5;4;6;4;5;4;4;4;5;6;2;6;3;6;4;4;4;4;3;0;1;5;5;5
687;learning;student;male;21-25;young;collegevocational;student; ;5;5;5;5;4;4;3;4;4;4;4;4;5;3;4;5;6;3;2;5;1;6;4;4;6;3;3;2;2;5;5;3
592;learning;student;male;21-25;young;collegevocational;student; ;5;5;5;3;3;4;3;5;2;5;3;5;1;3;5;3;6;4;4;5;1;6;5;5;5;4;5;3;2;5;6;4
1 195;learning;daycare;male; ; ;collegevocational;working;manager;4;5;5;6;6;5;5;5;6;5;4;5;5;5;5;4;5;4;4;5;1;5;5;4;5;5;4;1;1;6;4;5
1 168;learning;company;male;36-45;old; ;working;manager;5;4;4;4;5;5;5;5;5;4;4;3;4;4;4;2;4;5;4;5;4;5;5;3;4;5;4;2;2;5;4;4
1 095;learning;student;male;46-55;old;collegevocational;other; ;4;4;3;3;5;3;3;3;4;4;6;5;3;4;5;3;4;3;3;4;2;3;5;3;4;3;4;2;2;3;4;4
438;learning;company;male;31-35;old; ;working;employee;4;5;5;6;5;4;4;4;5;5;6;6;5;4;6;1;3;3;3;6;1;6;6;3;6;5;5;0;0;5;4;4
248;learning;company;male;56-65;old; ;working;employee;4;4;5;5;5;3;4;3;3;5;4;4;3;1;5;3;4;5;1;6;1;3;4;4;5;4;3;1;1;5;5;4
407;learning;student;male;31-35;old;academic;student; ;4;4;4;6;5;3;3;4;4;5;3;2;3;2;6;0;5;6;1;3;4;4;4;4;4;4;4;4;2;5;2;2
851;learning;student;male;21-25;young;academic;student; ;5;3;4;5;5;3;6;4;3;5;5;5;5;5;5;2;3;5;4;5;3;3;6;3;5;3;4;3;1;5;3;5
1 131;learning;company;male;36-45;old; ;working;manager;4;4;4;5;3;3;5;4;2;4;3;4;3;4;5;4;2;4;1;3;1;4;5;4;5;2;5;3;3;5;4;3
565;learning;student;male;26-30;young;academic;student; ;5;5;5;5;2;3;3;5;4;4;4;6;3;3;5;3;4;3;1;5;2;4;4;5;3;4;5;1;3;4;4;4
1 132;learning;student;male;36-45;old;academic;working; ;5;4;4;5;5;5;5;4;4;4;3;4;3;3;4;3;3;4;2;4;3;4;5;3;4;4;5;3;3;4;3;4
1 141;learning;student;male;21-25;young;academic;student; ;5;5;5;5;5;5;4;4;5;5;6;4;5;5;5;4;4;5;2;5;1;6;5;4;5;4;3;3;2;5;3;3
1 207;learning;student;male;21-25;young;academic;student; ;5;5;5;4;6;5;4;5;3;4;4;4;3;3;6;2;4;5;3;5;3;4;5;4;5;5;4;1;2;4;5;6
445;learning;company;male;46-55;old; ;working;employee;5;5;5;5;6;6;6;5;6;5;5;5;5;5;5;4;5;4;1;5;3;5;5;3;6;5;4;2;2;4;5;4
857;learning;student;male;21-25;young;collegevocational;student; ;4;4;4;4;3;4;2;4;2;5;2;5;1;2;6;3;2;4;3;4;0;4;6;4;5;3;5;1;1;6;5;4
609;learning;student;male;21-25;young;academic;student; ;4;5;5;4;4;4;4;4;4;4;5;5;4;3;3;3;5;5;1;6;2;5;4;4;5;4;6;3;2;4;5;5
784;learning;student;male;36-45;old;academic;working; ;3;2;3;5;3;2;3;3;1;4;3;4;2;3;5;3;3;5;3;3;1;5;5;3;4;2;5;3;4;4;4;2
207;learning;student;male;26-30;young;academic;working; ;4;4;4;5;5;5;4;5;5;3;3;4;3;3;4;4;4;4;3;4;3;5;5;4;5;4;4;3;3;4;4;4
19;learning;student;male;21-25;young;collegevocational;student; ;3;3;3;5;4;4;3;0;3;2;1;4;1;3;4;3;2;6;4;6;1;3;5;4;3;4;3;4;4;2;3;3
254;learning;student;male;56-65;old;academic;other; ;3;5;4;4;2;5;3;4;4;4;5;4;4;4;4;4;3;4;4;4;4;5;5;4;4;4;4;2;3;4;5;4
853;learning;student;male;21-25;young;collegevocational;student; ;3;4;4;3;3;3;3;3;2;4;4;5;2;2;4;4;4;5;4;6;4;4;5;4;4;2;4;2;3;5;4;3
