Id      	Gender  	Age     	G1      	G2      	G3      	G4      	G5      	G6      	G7      	G8      	G9      	G10     	G11     	GamblF  	GFalla  	SensaS  	SuperS  	EconG   	PareG   	PeerG   	Nsymp   	P3prob  	P2prob  
    362	  1	 15.83333333	  3	  1	  3	  2	  0	  0	  1	  0	  2	  0	  0	 12	  4	 33	 28	 39	  0	  1	  1	  1	  1
    363	  1	 15.83333333	  0	  0	  0	  3	  0	  0	  0	  0	  2	  3	  0	  8	  4	 26	 12	 29	  1	  1	  0	  0	  0
    364	  2	 15.83333333	  3	  1	  0	  0	  0	  0	  0	  0	  1	  1	  1	  7	  2	 27	 20	 31	  1	  1	  0	  0	  0
    365	  2	 15.83333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  4	 23	 18	 43	  0	  0	  0	  0	  0
    366	  2	 15.83333333	  0	  1	  1	  2	  0	  0	  0	  0	  2	  0	  0	  6	  4	 19	 18	 35	  1	  1	  0	  0	  0
    367	  2	 15.83333333	  3	  0	  2	  2	  0	  2	  0	  0	  1	  0	  0	 10	  6	 27	 29	 39	  0	  1	  0	  0	  0
    368	  2	 15.83333333	  2	  1	  0	  0	  0	  1	  1	  0	  2	  2	  0	  9	  5	 25	   	 24	  1	  0	  0	  0	  0
    369	  2	 15.83333333	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  2	  5	 31	 13	 37	  0	  0	  0	  0	  0
    370	  2	 15.83333333	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  6	 23	 15	 35	  0	  0	  0	  0	  0
    371	  2	 15.83333333	  0	  0	  0	  0	  0	  1	  0	  0	  1	  1	  0	  3	  6	 30	 23	 37	  1	  1	  0	  0	  0
    372	  2	 15.83333333	  4	  1	  3	  0	  0	  2	  0	  0	  3	  0	  0	 13	  4	 38	 24	 39	  1	  0	  1	  2	  1
    373	  2	 15.83333333	  1	  1	  1	  0	  0	  2	  2	  2	  3	  3	  0	 15	  6	 32	 26	 28	  1	  1	  2	  1	  1
    374	  2	 15.83333333	  0	  0	  1	  0	  0	  0	  0	  1	  1	  1	  0	  4	  6	 28	 28	 45	  0	  1	  4	  2	  1
    375	  1	 15.91666667	  3	  3	  2	  4	  0	  1	  2	  2	  2	  0	  4	 23	  2	 30	 12	 35	  0	  1	  0	  2	  1
    376	  1	 15.91666667	  4	  0	  1	  2	  0	  0	  0	  0	  1	  1	  0	  9	  2	 25	 13	 30	  0	  1	  0	  2	  1
    377	  1	 15.91666667	  2	  1	  1	  0	  0	  0	  0	  0	  2	  1	  0	  7	  6	 25	 17	 31	  0	  1	  0	  0	  0
    378	  1	 15.91666667	  4	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  6	  2	 28	 26	 37	  0	  1	  2	  2	  1
    379	  1	 15.91666667	  1	  0	  0	  1	  0	  1	  0	  1	  2	  2	  0	  8	  4	 30	 30	 25	  0	  1	  2	  1	  1
    380	  1	 15.91666667	  3	  1	  1	  1	  0	  1	  1	  2	  1	  2	  0	 13	  2	 18	 12	 17	  0	  1	  4	  2	  1
    381	  1	 15.91666667	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  6	 27	 20	 38	  0	  1	  0	  0	  0
    382	  1	 15.91666667	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  2	  4	 31	 24	 41	  0	  1	  1	  0	  0
    383	  2	 15.91666667	  2	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  4	  6	 27	 14	 37	  0	  0	  0	  0	  0
    384	  2	 15.91666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 30	 11	 44	  0	  1	  0	  0	  0
    385	  2	 15.91666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 24	 27	 39	  1	  0	  0	  0	  0
    386	  2	 15.91666667	  3	  0	  0	  0	  0	  1	  1	  0	  1	  0	  0	  6	  3	 23	 23	 39	  0	  0	  0	  0	  0
    387	  2	 15.91666667	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  3	 21	 19	 38	  1	  0	  0	  0	  0
    388	  2	 15.91666667	  2	  0	  0	  0	  0	  1	  0	  0	  2	  2	  0	  7	  6	 22	 25	 40	  1	  1	  1	  0	  0
    389	  2	 15.91666667	  1	  0	  0	  0	  0	  1	  0	  0	  1	  1	  0	  4	  6	 24	 14	 40	  1	  1	  1	  0	  0
    390	  2	 15.91666667	  0	  2	  2	  1	  0	  1	  1	  0	  1	  1	  0	  9	  4	 26	 27	 30	  0	  1	  1	  0	  0
    391	  1	 16.00000000	  2	  0	  0	  0	  0	  0	  0	  0	  3	  2	  0	  7	  1	 18	 30	 27	  1	  1	  0	  0	  0
    392	  1	 16.00000000	  1	  0	  0	  3	  0	  0	  0	  0	  2	  3	  0	  9	  1	 28	 24	 33	  1	  1	  1	  1	  1
    393	  1	 16.00000000	  4	  1	  1	  3	  0	  0	  1	  1	  1	  1	  0	 13	  0	 28	 29	 30	  0	  1	  0	  2	  1
    394	  1	 16.00000000	  2	  0	  1	  1	  0	  0	  0	  1	  3	  2	  0	 10	  2	 26	 30	 33	  0	  1	  0	  0	  0
    395	  1	 16.00000000	  2	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  4	  2	 25	  8	 44	  0	  1	  0	  0	  0
    396	  1	 16.00000000	  0	  0	  0	  1	  0	  0	  0	  0	  1	  1	  0	  3	  6	 24	 27	 37	  0	  1	  0	  0	  0
    397	  1	 16.00000000	  3	  0	  2	  3	  0	  0	  0	  1	  1	  0	  0	 10	  3	   	 17	 32	  0	  1	  1	  1	  1
    398	  1	 16.00000000	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	   	  2	 27	 13	 38	  0	  1	  1	  1	  1
    399	  1	 16.00000000	  1	  0	  0	  3	  2	  0	  2	  2	  2	  3	  0	 15	   	 25	 20	 37	  0	  1	  4	  2	  1
    400	  2	 16.00000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 25	 26	 45	  0	  1	  0	  0	  0
    401	  2	 16.00000000	  3	  1	  0	  0	  0	  1	  0	  1	  1	  1	  0	  8	  6	 27	 18	 40	  1	  0	  2	  1	  1
    402	  2	 16.00000000	  3	  1	  1	  0	  0	  1	  1	  1	  2	  2	  0	 12	  4	 33	 18	 34	  0	  1	  2	  1	  1
    403	  1	 16.08333333	  2	  0	  0	  0	  0	  0	  0	  1	  2	  1	  0	  6	  4	 28	 18	 29	  0	  1	  0	  0	  0
    404	  1	 16.08333333	  3	  1	  0	  2	  0	  0	  0	  1	  1	  0	  0	  8	  6	 28	 24	 38	  0	  0	  1	  1	  1
    405	  1	 16.08333333	  2	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  4	  2	 25	 24	 24	  0	  1	  1	  0	  0
    406	  1	 16.08333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 23	 27	 35	  1	  0	  1	  0	  0
    407	  1	 16.08333333	  1	  0	  0	  0	  0	  2	  0	  1	  3	  3	  0	 10	  6	 24	 13	 31	  1	  1	  2	  1	  1
    408	  1	 16.08333333	  1	  0	  2	  2	  0	  0	  0	  3	  3	  1	  0	 12	  6	 35	 14	 35	  1	  1	  2	  1	  1
    409	  1	 16.08333333	  1	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  2	  2	 32	 21	 28	  0	  1	  0	  0	  0
    410	  2	 16.08333333	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  2	 32	 18	 42	  0	  1	  0	  0	  0
    411	  2	 16.08333333	  1	  1	  1	  0	  1	  0	  0	  0	  1	  0	  0	  5	  4	 30	 21	 34	  1	  1	  0	  0	  0
    412	  2	 16.08333333	  0	  0	  0	  1	  0	  1	  0	  0	  1	  1	  0	  4	  0	 17	 20	 39	  1	  1	  0	  0	  0
    413	  2	 16.08333333	  1	  1	  0	  0	  0	  1	  1	  0	  2	  0	  0	  6	  5	 33	 29	 31	  0	  0	  1	  0	  0
    414	  1	 16.16666667	  1	  0	  2	  0	  0	  0	  0	  1	  3	  3	  0	 10	  5	 37	 24	 30	  1	  1	  0	  0	  0
    415	  1	 16.16666667	  0	  0	  0	  3	  0	  0	  0	  0	  1	  2	  0	  6	  5	 22	 22	 36	  1	  1	  0	  0	  0
    416	  1	 16.16666667	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  3	  2	 20	 20	 43	  0	  1	  0	  0	  0
    417	  1	 16.16666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 25	 10	 27	  1	   	  0	  0	  0
    418	  1	 16.16666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 20	 22	 43	  0	  1	  0	  0	  0
    419	  1	 16.16666667	  0	  0	  0	  1	  0	  0	  0	  1	  0	  0	  0	  2	  6	 21	 12	 37	  0	  1	  0	  0	  0
    420	  1	 16.16666667	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  2	  2	 14	 24	 45	  0	  0	  1	  0	  0
    421	  1	 16.16666667	  3	  1	  0	  1	  0	  0	  0	  0	  1	  2	  0	  8	  1	 24	 22	 32	  0	  1	  2	  1	  1
    422	  1	 16.16666667	  2	  0	  0	  3	  0	  0	  0	  1	  2	  2	  0	 10	  2	 23	 22	 33	  0	  1	  2	  1	  1
    423	  1	 16.16666667	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  4	   	 30	 21	 44	  0	  1	  8	  2	  1
    424	  2	 16.16666667	  0	  0	  0	  1	  0	  1	  0	  0	  2	  2	  0	  6	  6	 36	 23	 35	  1	  1	  2	  1	  1
    425	  2	 16.16666667	  2	  0	  0	  0	  0	  1	  2	  0	  0	  0	  0	  5	  4	 23	 18	 38	  1	  1	  0	  0	  0
    426	  2	 16.16666667	  0	  0	  0	  0	  0	  2	  1	  1	  2	  1	  0	  7	  6	 27	 27	 31	  1	  1	  0	  0	  0
    427	  2	 16.16666667	  4	  0	  2	  1	  0	  0	  0	  0	  0	  0	  0	  7	  4	 34	 28	 42	  0	  0	  1	  2	  1
    428	  2	 16.16666667	  0	  0	  1	  0	  0	  0	  0	  0	  2	  2	  0	  5	  2	   	 26	 38	  0	  1	  2	  1	  1
    429	  1	 16.25000000	  2	  1	  1	  1	  0	  1	  1	  1	  1	  0	  0	  9	  6	 28	 24	 30	  0	  1	  0	  0	  0
    430	  1	 16.25000000	  1	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  3	  2	 25	 26	 33	  0	  1	  2	  1	  1
    431	  1	 16.25000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	   	 16	 29	  0	  1	  3	  1	  1
    432	  1	 16.25000000	  2	  0	  1	  3	  0	  0	  0	  0	  3	  3	  0	 12	  3	 26	 18	 26	  0	  1	  5	  2	  1
    433	  1	 16.25000000	  0	  0	  1	  0	  0	  0	  0	  1	  0	  1	  0	  3	  2	 23	 24	 36	  0	  1	  5	  2	  1
    434	  2	 16.25000000	  3	  0	  0	  0	  0	  0	  0	  3	  3	  2	  0	 11	  3	 28	 13	 37	  1	  1	  1	  1	  1
    435	  2	 16.25000000	  0	  0	  0	  0	  0	  1	  0	  0	  1	  1	  0	  3	  4	 23	 10	 41	  0	  0	  1	  0	  0
    436	  2	 16.25000000	  1	  0	  0	  0	  0	  1	  0	  1	  2	  2	  0	  7	  6	 30	 16	 32	  1	  1	  0	  0	  0
    437	  1	 16.33333333	  3	  4	  1	  4	  0	  2	  3	  4	  4	  4	  0	 29	  2	 32	 20	 41	  1	  1	  4	  2	  1
    438	  1	 16.33333333	  3	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  5	  2	 14	 16	 35	  1	  1	  0	  0	  0
    439	  1	 16.33333333	  3	  1	  2	  3	  0	  1	  0	  0	  1	  1	  0	 12	  2	 32	 21	 36	  0	  1	  0	  0	  0
    440	  1	 16.33333333	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  2	  2	 23	 28	 40	  0	  1	  0	  0	  0
    441	  1	 16.33333333	  1	  1	  0	  0	  0	  1	  0	  0	  0	  0	  0	  3	  6	 26	 10	 33	  0	  1	  0	  0	  0
    442	  1	 16.33333333	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  6	 32	 17	 33	  0	  1	  0	  0	  0
    443	  1	 16.33333333	  1	  0	  1	  2	  0	  1	  0	  1	  1	  3	  0	 10	  6	 25	 13	 34	  0	  1	  1	  1	  1
    444	  1	 16.33333333	  0	  0	  0	  1	  0	  0	  0	  0	  2	  3	  0	  6	  2	 21	 16	 36	  0	  0	  2	  1	  1
    445	  1	 16.33333333	  3	  0	  2	  2	  1	  2	  0	  0	  3	  2	  0	 15	  2	 31	 19	 23	  0	  1	  1	  1	  1
    446	  2	 16.33333333	  0	  2	  2	  1	  0	  2	  3	  0	  3	  3	  0	 16	  2	 24	 27	 40	  1	  1	  0	  0	  0
    447	  2	 16.33333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  6	 23	 13	 24	  0	  1	  0	  0	  0
    448	  2	 16.33333333	  0	  0	  0	  0	  0	  0	  0	  0	  2	  2	  0	  4	  5	 21	 15	 39	  1	  1	  0	  0	  0
    449	  2	 16.33333333	  1	  0	  0	  1	  0	  0	  0	  1	  1	  1	  0	  5	  4	 23	 24	 34	  1	  1	  1	  0	  0
    450	  1	 16.41666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 23	 21	 41	  0	  1	  1	  0	  0
    451	  1	 16.41666667	  1	  0	  1	  1	  0	  0	  0	  0	  2	  2	  0	  7	  6	 27	 23	 29	  1	  1	   	   	   
    452	  1	 16.41666667	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  2	 17	 11	 35	  0	  0	  0	  0	  0
    453	  1	 16.41666667	  2	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  3	  6	 30	 12	 25	  0	  1	  0	  0	  0
    454	  1	 16.41666667	  2	  1	  1	  0	  0	  1	  1	  0	  0	  0	  0	  6	  6	 30	 26	 41	  0	  1	  0	  0	  0
    455	  1	 16.41666667	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  4	 36	 16	 26	  0	  1	  0	  0	  0
    456	  1	 16.41666667	  3	  1	  1	  0	  0	  0	  1	  0	  1	  2	  0	  9	  6	 25	 18	 41	  0	  0	  2	  1	  1
    457	  1	 16.41666667	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  2	  6	 16	  8	 43	  0	  0	  2	  1	  1
    458	  1	 16.41666667	  2	  1	  1	  3	  0	  1	  0	  1	  3	  2	  0	 14	  4	 16	 30	 24	  1	  1	  2	  1	  1
    459	  2	 16.41666667	  1	  0	  0	  2	  0	  2	  0	  1	  2	  3	  0	 11	  6	 22	 25	 28	  1	  1	  0	  0	  0
    460	  2	 16.41666667	  1	  2	  2	  0	  0	  2	  2	  0	  1	  0	  0	 10	  4	 23	 20	 41	  1	  0	  0	  0	  0
    461	  2	 16.41666667	  1	  2	  2	  2	  0	  1	  2	  0	  2	  2	  0	 14	  3	 24	 33	   	  1	  0	  0	  0	  0
    462	  2	 16.41666667	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  4	 18	 26	 39	  0	  0	  0	  0	  0
    463	  2	 16.41666667	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  6	 21	   	 38	  0	  0	  2	  1	  1
    464	  1	 16.50000000	  4	  1	  0	  3	  0	  0	  0	  3	  2	  0	  4	 17	  2	 29	 15	 33	  1	  1	   	  2	  1
    465	  1	 16.50000000	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  2	  2	 22	 22	 29	  0	  0	  0	  0	  0
    466	  1	 16.50000000	  0	  0	  0	  0	  0	  0	  0	  0	  2	  2	  0	  4	  2	 20	 16	 25	  1	  0	  0	  0	  0
    467	  1	 16.50000000	  4	  1	  0	  3	  0	  1	  0	  0	  3	  0	  4	 16	  3	 31	 13	 32	  1	  1	  1	  2	  1
    468	  1	 16.50000000	  3	  0	  3	  3	  0	  1	  1	  2	  2	  3	  0	 18	  2	 38	 28	 21	  1	  1	  0	  0	  0
    469	  1	 16.50000000	  1	  0	  0	  1	  0	  0	  0	  0	  2	  3	  0	  7	  6	 25	 14	   	  1	  1	  0	  0	  0
    470	  1	 16.50000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  4	   	 22	 36	  0	  0	  0	  0	  0
    471	  1	 16.50000000	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	   	 36	 20	 40	  0	  1	  0	  0	  0
    472	  1	 16.50000000	  3	  0	  1	  2	  1	  0	  0	  2	  2	  1	  0	 12	  2	 22	 25	 41	  1	  1	  1	  1	  1
    473	  1	 16.50000000	  1	  0	  0	  0	  0	  0	  0	  1	  1	  1	  0	  4	  6	 20	 12	 35	  0	  1	  1	  0	  0
    474	  1	 16.50000000	  4	  0	  1	  0	  0	  0	  0	  1	  1	  1	  0	  8	  6	 24	 18	 41	  1	  1	  2	  2	  1
    475	  1	 16.50000000	  1	  0	  3	  1	  0	  0	  0	  0	  3	  3	  0	 11	  4	 30	 23	 36	  1	  1	  2	  1	  1
    476	  1	 16.50000000	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  4	 24	 10	 42	  1	  1	  2	  1	  1
    477	  1	 16.50000000	  2	  0	  1	  0	  0	  0	  0	  0	  2	  0	  0	  5	  6	 27	 21	 33	  1	  1	  3	  1	  1
    478	  2	 16.50000000	  0	  0	  0	  0	  0	  1	  0	  1	  1	  0	  0	  3	  3	 24	 20	 38	  0	  1	  1	  0	  0
    479	  2	 16.50000000	  2	  1	  0	  0	  0	  1	  1	  0	  0	  0	  0	  5	  0	 20	 26	 41	  0	  0	  0	  0	  0
    480	  2	 16.50000000	  2	  1	  1	  0	  0	  0	  0	  0	  3	  2	  0	  9	  6	 19	 15	 36	  1	  1	  0	  0	  0
    481	  2	 16.50000000	  2	  1	  2	  0	  0	  0	  0	  0	  0	  0	  0	  5	  4	 33	 22	 38	  0	  1	  0	  0	  0
    482	  1	 16.58333333	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  2	 23	 20	 34	  0	  1	  1	  0	  0
    483	  1	 16.58333333	  3	  0	  0	  0	  0	  0	  1	  0	  2	  2	  0	  8	  6	 28	 10	 39	  0	  1	  0	  0	  0
    484	  1	 16.58333333	  0	  1	  0	  0	  0	  0	  1	  0	  1	  0	  0	  3	  2	 30	 18	 37	  0	  1	  1	  0	  0
    485	  1	 16.58333333	  3	  1	  1	  1	  0	  0	  0	  0	  1	  1	  0	  8	  2	 24	 26	 36	  0	  1	  0	  0	  0
    486	  1	 16.58333333	  1	  0	  1	  1	  1	  0	  0	  0	  1	  0	  0	  5	  4	 24	 10	 44	  0	  1	  0	  0	  0
    487	  1	 16.58333333	  1	  0	  0	  3	  0	  2	  0	  2	  3	  3	  0	 14	  2	 26	 25	 44	  1	  1	  1	  1	  1
    488	  2	 16.58333333	  2	  0	  1	  0	  0	  0	  0	  0	  1	  1	  0	  5	  2	 27	 16	 41	  0	  1	  0	  0	  0
    489	  2	 16.58333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  3	  6	 25	 28	 34	  0	  0	  2	  1	  1
    490	  2	 16.58333333	  1	  0	  0	  1	  0	  0	  0	  0	  1	  3	  0	  6	  6	 27	 25	 37	  0	  1	  0	  0	  0
    491	  2	 16.58333333	  2	  1	  0	  0	  0	  1	  0	  0	  2	  0	  0	  6	  6	 17	 22	 42	  1	  0	  0	  0	  0
    492	  2	 16.58333333	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  6	 23	 17	 36	  0	  0	  0	  0	  0
    493	  2	 16.58333333	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  2	  4	 25	 23	 36	  0	  0	  1	  0	  0
    494	  2	 16.58333333	  2	  2	  1	  0	  1	  0	  1	  0	  0	  0	  0	  7	  6	 25	 33	 29	  1	  1	  2	  1	  1
    495	  1	 16.66666667	  3	  1	  0	  0	  0	  0	  0	  1	  1	  0	  0	  6	  6	 20	 12	 35	  0	  0	  0	  0	  0
    496	  1	 16.66666667	  4	  2	  2	  3	  0	  0	  1	  0	  2	  0	  2	 16	  2	 26	 25	 37	  0	  1	  1	  2	  1
    497	  1	 16.66666667	  0	  0	  0	  3	  0	  0	  0	  0	  2	  1	  0	  6	   	 34	 28	 40	  0	  1	  1	  1	  1
    498	  1	 16.66666667	  1	  1	  0	  0	  0	  1	  0	  1	  0	  0	  0	  4	  2	 24	  8	 45	  0	  0	  2	  1	  1
    499	  1	 16.66666667	  2	  0	  0	  0	  0	  0	  1	  0	  1	  0	  0	  4	  6	 26	 15	 32	  0	  1	  0	  0	  0
    500	  1	 16.66666667	  1	  0	  0	  2	  0	  0	  0	  0	  0	  1	  0	  4	  2	 20	 17	 37	  0	  1	  0	  0	  0
    501	  1	 16.66666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 22	 10	 39	  0	  1	  0	  0	  0
    502	  1	 16.66666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 19	 21	 42	  0	  1	  0	  0	  0
    503	  1	 16.66666667	  0	  0	  0	  0	  0	  0	  0	  1	  1	  1	  0	  3	  6	 19	 10	 36	  0	  0	  0	  0	  0
    504	  1	 16.66666667	  2	  1	  0	  1	  0	  0	  1	  1	  2	  0	  0	  8	  4	 30	 12	 36	  0	  1	  1	  0	  0
    505	  1	 16.66666667	  4	  2	  3	  2	  0	  0	  1	  2	  4	  2	  0	 20	  2	 27	 28	 29	  1	  1	  2	  2	  1
    506	  1	 16.66666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 36	 26	 30	  0	  0	  0	  0	  0
    507	  2	 16.66666667	  3	  1	  0	  0	  0	  1	  1	  0	  0	  1	  0	  7	  6	 29	 17	 40	  1	  1	  0	  0	  0
    508	  2	 16.66666667	  1	  1	  0	  0	  0	  0	  0	  0	  0	  2	  0	  4	  6	 25	 15	 42	  0	  1	  0	  0	  0
    509	  2	 16.66666667	  1	  1	  0	  0	  0	  0	  1	  0	  1	  0	  0	  4	  4	 19	 27	 37	  1	  1	  0	  0	  0
    510	  2	 16.66666667	  3	  1	  0	  0	  0	  1	  1	  0	  2	  2	  0	 10	  3	 27	 22	 36	  1	  1	  1	  1	  1
    511	  1	 16.75000000	  1	  1	  0	  2	  0	  0	  1	  0	  2	  3	  0	 10	  2	 34	 18	 44	  0	  1	  0	  0	  0
    512	  1	 16.75000000	  2	  1	  0	  2	  0	  2	  0	  0	  3	  2	  0	 12	  5	 28	 16	 33	  0	  1	  2	  1	  1
    513	  1	 16.75000000	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  6	 22	  9	 32	  0	  1	  0	  0	  0
    514	  1	 16.75000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 24	 16	 21	  0	  1	  0	  0	  0
    515	  1	 16.75000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 34	  8	 39	   	  0	  0	  0	  0
    516	  1	 16.75000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 26	 28	 45	  1	  1	  0	  0	  0
    517	  1	 16.75000000	  0	  0	  0	  1	  0	  1	  0	  0	  1	  0	  1	  4	  2	 23	 33	   	  0	  1	  0	  0	  0
    518	  1	 16.75000000	  3	  1	  0	  3	  0	  0	  0	  2	  0	  1	  0	 10	  4	 33	 22	 32	  0	  1	  1	  1	  1
    519	  1	 16.75000000	  3	  2	  2	  1	  0	  0	  1	  0	  0	  1	  0	 10	  6	 29	 17	 30	  0	  0	  1	  1	  1
    520	  1	 16.75000000	  1	  0	  0	  3	  0	  1	  0	  0	  1	  1	  0	  7	  1	 29	 23	 27	  0	  1	  1	  1	  1
    521	  1	 16.75000000	  0	  0	  0	  3	  0	  0	  1	  0	  1	  1	  0	  6	  2	 33	 20	 34	  1	  1	  1	  1	  1
    522	  1	 16.75000000	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  2	   	 14	 39	  0	  1	  1	  0	  0
    523	  1	 16.75000000	  1	  0	  0	  0	  0	  0	  0	  1	  1	  1	  0	  4	  2	 37	 17	 43	  0	  1	  1	  0	  0
    524	  1	 16.75000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 16	 16	 45	  0	  1	  1	  0	  0
    525	  1	 16.75000000	  2	  1	  1	  2	  1	  0	  1	  3	  1	  1	  0	 13	  2	 13	 26	 43	  0	  1	  4	  2	  1
    526	  1	 16.75000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  4	 33	 24	 31	  0	  1	  8	  2	  1
    527	  2	 16.75000000	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  1	  3	  0	 24	 23	 35	  1	  1	  0	  0	  0
    528	  2	 16.75000000	  0	  0	  0	  0	  0	  1	  0	  0	  1	  1	  0	  3	  6	 29	 26	 36	  1	  1	  1	  0	  0
    529	  1	 16.83333333	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  2	 30	 28	 29	  0	  1	  1	  1	  1
    530	  1	 16.83333333	  3	  0	  1	  3	  0	  0	  0	  0	  2	  0	  2	 11	  3	 32	 17	 33	  0	  1	  0	  0	  0
    531	  1	 16.83333333	  0	  0	  0	  0	  0	  0	  0	  1	  3	  0	  0	  4	  2	 25	 12	 40	  0	  0	  0	  0	  0
    532	  1	 16.83333333	  1	  0	  0	  0	  2	  0	  0	  0	  1	  0	  0	  4	  6	 23	 19	 38	  0	  1	  0	  0	  0
    533	  1	 16.83333333	  3	  1	  3	  4	  4	  4	  4	  4	  4	  4	  4	 39	  1	 37	 32	 21	  0	  1	  8	  2	  1
    534	  1	 16.83333333	  4	  1	  2	  3	  0	  0	  0	  1	  1	  1	  3	 16	  6	 36	 21	 36	  0	  1	  0	  2	  1
    535	  1	 16.83333333	  2	  0	  0	  0	  0	  0	  0	  0	  1	  1	  1	  5	  1	 18	 17	 41	  0	  1	  0	  0	  0
    536	  1	 16.83333333	  1	  1	  0	  0	  0	  0	  0	  0	  1	  1	  0	  4	  6	 27	 28	 41	  1	  1	  0	  0	  0
    537	  1	 16.83333333	  1	  0	  2	  2	  0	  1	  0	  0	  1	  1	  0	  8	  6	 26	 13	 39	  0	  1	  0	  0	  0
    538	  1	 16.83333333	  1	  1	  2	  1	  0	  1	  1	  0	  2	  0	  1	 10	  6	 36	  8	 31	  1	  1	  0	  0	  0
    539	  1	 16.83333333	  2	  0	  0	  2	  0	  0	  0	  0	  1	  3	  0	  8	  6	 23	 20	 25	  0	  1	  1	  1	  1
    540	  1	 16.83333333	  2	  0	  0	  3	  0	  1	  0	  1	  1	  1	  0	  9	  0	 24	 16	 28	  0	  1	  1	  1	  1
    541	  1	 16.83333333	  1	  0	  1	  0	  0	  0	  0	  0	  0	  1	  0	  3	  2	 22	 21	 35	  0	  1	  1	  0	  0
    542	  1	 16.83333333	  1	  2	  1	  1	  0	  0	  0	  1	  0	  2	  0	  8	  6	 29	 21	 31	  1	  1	  1	  0	  0
    543	  1	 16.83333333	  2	  0	  3	  3	  0	  0	  1	  2	  2	  3	  0	 16	  1	 35	   	 44	  1	  1	  2	  1	  1
